Date,Sureste2,Noreste,Noroeste,Suroeste
2019-01-01 00:00:00,0.0,0.0,0.0,0.0
2019-01-01 01:00:00,0.0,0.0,0.0,0.0
2019-01-01 02:00:00,0.0,0.0,0.0,0.0
2019-01-01 03:00:00,0.0,0.0,0.0,0.0
2019-01-01 04:00:00,0.0,0.0,0.0,0.0
2019-01-01 05:00:00,0.0,0.0,0.0,0.0
2019-01-01 06:00:00,0.0,0.0,0.0,0.0
2019-01-01 07:00:00,0.0,0.0,0.0,0.0
2019-01-01 08:00:00,12.0,9.0,15.0,8.0
2019-01-01 09:00:00,39.0,49.0,52.0,49.0
2019-01-01 10:00:00,113.0,160.0,134.0,150.0
2019-01-01 11:00:00,141.0,391.0,209.0,214.0
2019-01-01 12:00:00,115.0,189.0,195.0,242.0
2019-01-01 13:00:00,171.0,221.0,210.0,462.0
2019-01-01 14:00:00,137.0,183.0,224.0,419.0
2019-01-01 15:00:00,149.0,229.0,180.0,226.0
2019-01-01 16:00:00,135.0,196.0,226.0,187.0
2019-01-01 17:00:00,83.0,87.0,100.0,101.0
2019-01-01 18:00:00,32.0,23.0,27.0,27.0
2019-01-01 19:00:00,0.0,0.0,0.0,0.0
2019-01-01 20:00:00,0.0,0.0,0.0,0.0
2019-01-01 21:00:00,0.0,0.0,0.0,0.0
2019-01-01 22:00:00,0.0,0.0,0.0,0.0
2019-01-01 23:00:00,0.0,0.0,0.0,0.0
2019-01-02 00:00:00,0.0,0.0,0.0,0.0
2019-01-02 01:00:00,0.0,0.0,0.0,0.0
2019-01-02 02:00:00,0.0,0.0,0.0,0.0
2019-01-02 03:00:00,0.0,0.0,0.0,0.0
2019-01-02 04:00:00,0.0,0.0,0.0,0.0
2019-01-02 05:00:00,0.0,0.0,0.0,0.0
2019-01-02 06:00:00,0.0,0.0,0.0,0.0
2019-01-02 07:00:00,0.0,0.0,0.0,0.0
2019-01-02 08:00:00,2.0,0.0,1.0,0.0
2019-01-02 09:00:00,11.0,11.0,8.0,7.0
2019-01-02 10:00:00,18.0,26.0,16.0,17.0
2019-01-02 11:00:00,37.0,41.0,27.0,32.0
2019-01-02 12:00:00,52.0,61.0,31.0,33.0
2019-01-02 13:00:00,52.0,80.0,69.0,68.0
2019-01-02 14:00:00,48.0,70.0,42.0,55.0
2019-01-02 15:00:00,46.0,53.0,61.0,41.0
2019-01-02 16:00:00,28.0,66.0,43.0,33.0
2019-01-02 17:00:00,25.0,39.0,20.0,28.0
